,CB_Metadata,CB_Plot,CB_Poster,CF_Item,CF_User,Ensemble,LFM,Genres
0,1.3039732217162632,1.6683582201101566,0.86570697057843,0.8846388674964702,0.7804370229409663,0.6866718373466747,0.6808923400374163,Romance
1,1.2721792150940572,1.7113661539441425,0.9460805316862362,0.9079101756790638,0.8076991813610012,0.6940933401976659,0.6901192892253956,Science Fiction
2,1.1764206202116814,1.804666022406679,1.0120104968822032,0.8883028664391749,0.7679079084345354,0.6633610994365551,0.6595711672080322,Crime
3,1.2582291744017609,1.7008892127960178,0.9907165362401937,0.881582827550547,0.7878421995324532,0.6689515846271089,0.6654055115366103,Adventure
4,1.1781992451402907,1.8481252939449346,1.0548054131366915,0.8904456856719672,0.765317131085436,0.6657423535381011,0.6629779549668475,Drama
5,1.3337797615217861,1.683398970401634,0.9070535599373103,0.8993848348531805,0.7943363799261495,0.6948577677455229,0.6869751894583378,Comedy
6,1.3401303030464404,1.6134680487790862,0.9436454711356793,0.8804214171396179,0.7796894073693701,0.6701712937249088,0.663598194752903,Action
7,1.2707055639675484,1.7290924084903927,0.9916918126975408,0.9170235835664912,0.7600118129703236,0.6614722291308978,0.6570738634746576,Thriller
8,1.3659484046787398,1.5771962464017968,0.8746040327935969,0.9516401401862565,0.8526124741027087,0.7186790341573172,0.7112682153850475,Horror
9,1.1311095149114925,1.9444850089873513,1.0226927472097755,0.9719659362891351,0.7567948585966109,0.6706133458316551,0.6658352775251402,Documentary
